random_moves,sa_moves,runtime,board,improvement
41421.0,41419.0,56.47293186187744,Board 6,2.0
919.0,919.0,52.10794687271118,Board 6,0.0
5952.0,5950.0,53.11902117729187,Board 6,2.0
83901.0,83899.0,58.470694065093994,Board 6,2.0
50740.0,50740.0,57.02406287193298,Board 6,0.0
12307.0,10940.0,54.72450518608093,Board 6,1367.0
14369.0,14369.0,55.886667013168335,Board 6,0.0
13779.0,13779.0,54.033560037612915,Board 6,0.0
30093.0,30091.0,63.991584062576294,Board 6,2.0
22594.0,22592.0,58.25533318519592,Board 6,2.0
22442.0,22442.0,53.51875686645508,Board 6,0.0
14681.0,14679.0,47.108174085617065,Board 6,2.0
46270.0,46270.0,48.99453520774841,Board 6,0.0
7475.0,7473.0,46.41405987739563,Board 6,2.0
48019.0,48017.0,51.17568278312683,Board 6,2.0
12853.0,12853.0,47.583372831344604,Board 6,0.0
8190.0,8188.0,52.25613212585449,Board 6,2.0
30119.0,30117.0,51.129671812057495,Board 6,2.0
22867.0,22867.0,48.27436923980713,Board 6,0.0
6940.0,6940.0,46.39917016029358,Board 6,0.0
2687.0,2687.0,45.62923192977905,Board 6,0.0
15472.0,15472.0,49.162442207336426,Board 6,0.0
5778.0,5778.0,49.34724307060242,Board 6,0.0
99075.0,99073.0,58.10089111328125,Board 6,2.0
29201.0,29201.0,47.635504961013794,Board 6,0.0
33250.0,33250.0,47.08485293388367,Board 6,0.0
25196.0,25194.0,48.22057104110718,Board 6,2.0
7527.0,7527.0,45.861592054367065,Board 6,0.0
26415.0,26415.0,45.95698094367981,Board 6,0.0
,,,Board 6,
3207.0,3205.0,43.376548290252686,Board 6,2.0
6750.0,6750.0,47.02688193321228,Board 6,0.0
1045.0,1043.0,45.51545333862305,Board 6,2.0
9993.0,9991.0,45.91652727127075,Board 6,2.0
,,,Board 6,
,,,Board 6,
65562.0,65560.0,48.345829248428345,Board 6,2.0
9158.0,9156.0,43.4532151222229,Board 6,2.0
43302.0,38491.0,46.8171169757843,Board 6,4811.0
26346.0,26346.0,45.28201508522034,Board 6,0.0
96768.0,96768.0,52.885613679885864,Board 6,0.0
18730.0,18728.0,46.48834609985352,Board 6,2.0
50776.0,50776.0,47.3756468296051,Board 6,0.0
2489.0,2487.0,44.39777708053589,Board 6,2.0
34519.0,34519.0,46.128175258636475,Board 6,0.0
29249.0,29247.0,45.3435697555542,Board 6,2.0
,,,Board 6,
16250.0,16250.0,45.99917984008789,Board 6,0.0
54380.0,54380.0,48.982348918914795,Board 6,0.0
14310.0,14310.0,46.72126817703247,Board 6,0.0
15156.0,15154.0,45.10539698600769,Board 6,2.0
15525.0,15523.0,44.54159688949585,Board 6,2.0
34649.0,34647.0,45.77726197242737,Board 6,2.0
,,,Board 6,
63260.0,63258.0,48.64614295959473,Board 6,2.0
12585.0,12585.0,44.71995401382446,Board 6,0.0
52932.0,52930.0,48.81485915184021,Board 6,2.0
9845.0,9845.0,45.60750198364258,Board 6,0.0
19092.0,19090.0,44.74123573303223,Board 6,2.0
29710.0,29708.0,45.43403697013855,Board 6,2.0
29670.0,29670.0,45.33413600921631,Board 6,0.0
41747.0,41745.0,36.32787203788757,Board 6,2.0
2483.0,2481.0,32.68018412590027,Board 6,2.0
7159.0,7157.0,33.75150489807129,Board 6,2.0
18745.0,18745.0,33.73131275177002,Board 6,0.0
20790.0,20788.0,33.741920948028564,Board 6,2.0
3937.0,3935.0,32.72240161895752,Board 6,2.0
38594.0,38592.0,34.56672811508179,Board 6,2.0
26188.0,26188.0,33.914586782455444,Board 6,0.0
23654.0,23654.0,34.153369188308716,Board 6,0.0
23912.0,23910.0,33.95307493209839,Board 6,2.0
8684.0,8682.0,33.438750982284546,Board 6,2.0
20738.0,20738.0,33.95034313201904,Board 6,0.0
41108.0,41106.0,34.77054810523987,Board 6,2.0
34825.0,32147.0,34.34494495391846,Board 6,2678.0
