moves
39164
22197
85136
82098
18279
37749
30256
21548
48657
35385
12102
27722
29891
63231
111304
63449
92130
21615
14288
31372
39302
24420
32158
15288
17421
27705
114762
21581
32855
52367
22143
36420
18457
14615
4369
21715
24097
35564
29874
34250
27506
24472
10080
19363
74097
16214
26830
41003
41673
32750
45391
28229
10676
26295
17207
81019
147567
6366
13186
12127
22961
41440
15387
61332
41620
3721
17176
48263
157170
11327
69718
35988
17985
16396
14675
37517
53497
40881
12871
8081
78418
32414
24765
27153
15254
35678
28988
33287
12651
9218
57989
59396
26292
25810
67076
10728
23195
49816
12455
56406
