moves,runtime
315,26.828141927719116
287,26.80916118621826
163,26.201719045639038
435,26.406383275985718
161,27.609075784683228
279,26.65401601791382
155,26.152878999710083
209,0.44357895851135254
173,26.074811220169067
502,27.083757162094116
292,26.30363178253174
271,26.805373907089233
427,27.30590581893921
237,26.953054904937744
360,28.129951000213623
216,26.148056983947754
264,26.924702882766724
274,1.522803783416748
77,26.238512992858887
312,26.876532077789307
314,25.290762901306152
325,23.840660333633423
144,24.412364959716797
299,23.86862015724182
259,29.012814044952393
219,24.32808232307434
419,24.055267095565796
421,24.602172136306763
392,23.88889789581299
206,23.862021923065186
458,23.917768239974976
364,24.01491618156433
273,23.937730073928833
259,23.86620306968689
334,5.15174412727356
246,23.907042026519775
185,23.749070167541504
194,24.20718789100647
197,24.093331813812256
203,23.95513606071472
379,24.17910623550415
270,23.957650899887085
123,0.4577648639678955
667,24.102046966552734
282,10.655749082565308
352,23.990152835845947
235,24.102436780929565
370,23.939077854156494
278,24.015614986419678
140,24.07115077972412
281,23.88090705871582
173,23.997819900512695
350,24.918608903884888
293,23.822927951812744
266,24.261558055877686
339,2.313107967376709
275,23.9258029460907
283,7.279826879501343
369,23.76834511756897
308,23.801785707473755
420,20.67517900466919
381,23.751620054244995
240,2.979033946990967
328,23.911831855773926
263,23.859432220458984
272,23.899281978607178
218,23.58049988746643
213,24.02327299118042
88,23.73501205444336
227,3.0699639320373535
317,24.12154197692871
196,23.807703018188477
393,23.799609899520874
172,23.65269708633423
354,23.885725021362305
355,23.96906590461731
228,23.978398084640503
265,23.92149305343628
363,23.910497903823853
345,6.939258813858032
217,23.671831130981445
169,25.68459701538086
275,23.914981842041016
452,24.13011407852173
308,23.8942608833313
235,24.548424005508423
470,26.288563013076782
262,26.565587282180786
298,25.702471017837524
247,12.230207920074463
231,26.562545776367188
121,26.124324798583984
315,25.972989797592163
111,25.73102307319641
249,26.164114236831665
320,26.165234804153442
397,26.73001194000244
374,25.926034212112427
258,0.9793946743011475
283,26.179499864578247
