moves,runtime
294,100.48198080062866
231,1.284562110900879
335,9.271373987197876
135,0.42375707626342773
241,102.09112405776978
503,3.5733160972595215
233,93.0795111656189
204,100.64037919044495
445,101.79222178459167
326,0.651015043258667
451,87.26766586303711
427,37.51586294174194
317,102.71943879127502
145,2.4819459915161133
141,103.67268514633179
426,103.35993218421936
305,105.20200610160828
289,106.21108722686768
439,111.3628900051117
280,107.02247333526611
329,8.843484878540039
622,106.93743467330933
122,104.71211194992065
292,105.75325298309326
656,105.87450623512268
325,115.54733276367188
229,103.81357908248901
190,104.05150318145752
246,105.04840087890625
418,106.16901302337646
607,106.11423325538635
222,103.74395513534546
251,30.95901608467102
145,0.5829670429229736
171,107.57176399230957
143,46.06981110572815
84,104.77280497550964
321,10.407313346862793
428,113.81891012191772
310,107.939777135849
248,106.96163296699524
268,69.42122626304626
623,45.779192209243774
104,104.4304850101471
67,0.04152798652648926
155,104.58844995498657
300,17.26628589630127
623,88.55202507972717
566,44.0197970867157
167,106.7226049900055
109,0.07266497611999512
352,103.99196577072144
478,106.1348237991333
226,99.4408791065216
651,25.573533058166504
340,6.53030800819397
140,28.48514199256897
255,104.47719502449036
226,14.801235914230347
355,113.65992307662964
321,106.49821209907532
227,105.74323606491089
66,0.09082865715026855
79,8.980912923812866
310,4.988154888153076
182,26.604395866394043
300,4.912271738052368
263,60.413686990737915
240,35.670336961746216
294,1.4312167167663574
148,0.19539403915405273
248,7.7484259605407715
280,106.02991890907288
282,112.84225511550903
525,106.25544214248657
507,24.59713101387024
361,105.18686604499817
94,104.67316627502441
286,104.44306206703186
344,113.66375923156738
143,3.278864860534668
381,49.00213408470154
483,111.71731972694397
231,109.82382082939148
474,106.16141486167908
207,104.71463131904602
377,1.58754301071167
159,104.1451518535614
136,3.8734591007232666
205,119.06492900848389
242,11.058516025543213
114,0.09440422058105469
481,62.44644212722778
177,104.51131701469421
350,1.8510940074920654
480,106.63653206825256
241,1.9876809120178223
365,12.77915906906128
412,105.3376739025116
101,7.126726150512695
