moves,runtime
159,1.7286970615386963
98,100.51325011253357
96,0.2237708568572998
181,2.1668529510498047
171,4.50267219543457
113,1.0551121234893799
53,0.14203906059265137
89,1.1175622940063477
94,0.5237960815429688
100,0.1177372932434082
114,0.20048999786376953
96,0.4697229862213135
108,1.0547199249267578
109,1.1663908958435059
112,7.922810316085815
179,0.6783528327941895
188,2.0463879108428955
40,0.10800004005432129
56,0.7150909900665283
43,2.7837812900543213
55,100.20450687408447
74,2.2254042625427246
55,0.09505677223205566
100,1.617908239364624
94,0.5003201961517334
116,0.8651080131530762
63,0.463515043258667
120,0.6189491748809814
129,1.3555209636688232
69,0.46413707733154297
113,0.7066597938537598
74,0.5824761390686035
64,1.3024020195007324
108,1.5909671783447266
75,0.04294013977050781
68,0.5723669528961182
36,0.13975214958190918
104,6.527430772781372
115,8.387141942977905
124,8.15116810798645
78,0.06490230560302734
96,14.03456997871399
79,0.2431039810180664
48,0.4172327518463135
70,0.1963951587677002
96,1.0646719932556152
92,0.6868381500244141
75,2.8153202533721924
35,0.410534143447876
125,4.671741962432861
76,1.9905352592468262
111,2.4991419315338135
163,1.3132588863372803
124,2.2865071296691895
119,2.1496431827545166
96,1.0532920360565186
128,3.1539759635925293
80,0.24046683311462402
87,8.773969888687134
109,3.7689359188079834
81,1.0392520427703857
38,0.027019739151000977
107,3.8872110843658447
90,0.8215272426605225
89,1.8092570304870605
143,0.9493658542633057
126,0.9629900455474854
168,0.7507932186126709
127,3.9902610778808594
106,2.8351478576660156
58,0.677818775177002
94,3.8351409435272217
114,5.8717200756073
102,8.18350887298584
77,0.3382840156555176
148,29.027363777160645
140,0.23446106910705566
31,3.753880023956299
101,5.164307117462158
178,35.28808927536011
109,3.0749380588531494
99,0.7422778606414795
88,4.583887100219727
57,5.614149808883667
96,1.8925402164459229
59,0.25791501998901367
113,8.862342834472656
68,0.05333709716796875
63,0.5167179107666016
102,0.17014002799987793
95,2.3090341091156006
96,0.9065642356872559
94,0.9499061107635498
100,0.627814769744873
179,11.485617876052856
33,101.68843698501587
73,1.6483838558197021
60,12.381661176681519
77,0.21539616584777832
96,1.3405539989471436
