moves,runtime
151,0.9540863037109375
192,7.293859958648682
42,101.05350303649902
109,6.212116956710815
147,1.163891077041626
169,0.2995729446411133
254,6.067956924438477
298,14.879698991775513
250,0.7422420978546143
148,3.077655076980591
158,3.5351951122283936
307,5.59828782081604
313,3.0358548164367676
347,7.897268056869507
777,1.6672911643981934
162,1.131566047668457
266,0.7296838760375977
353,12.207677841186523
622,3.06070613861084
218,0.9744713306427002
309,1.083893060684204
226,0.31412410736083984
136,2.8063669204711914
164,0.5413620471954346
172,1.567472219467163
227,4.11961030960083
246,0.6677627563476562
199,1.8344619274139404
293,14.804664134979248
272,1.915712833404541
204,0.19006800651550293
293,1.6883511543273926
175,0.13524293899536133
253,36.19449019432068
94,4.723320007324219
289,13.829358100891113
147,0.3055579662322998
365,8.447086095809937
149,11.434261083602905
503,1.9486498832702637
104,0.40420985221862793
294,20.87999677658081
364,2.1854732036590576
229,52.0574631690979
428,0.9690239429473877
115,0.15149641036987305
333,1.41731595993042
426,2.187286138534546
214,18.058459997177124
201,0.3027067184448242
169,0.5406792163848877
92,101.62947106361389
194,21.092347860336304
212,0.6319031715393066
328,20.734680891036987
101,7.686189889907837
361,4.117579936981201
275,2.8935387134552
434,1.103285789489746
286,0.47563815116882324
198,0.4534280300140381
240,0.5812139511108398
206,0.7422709465026855
253,0.6087958812713623
220,15.588387250900269
242,0.4710121154785156
231,1.6156001091003418
142,3.7907960414886475
487,10.612206935882568
275,68.1311240196228
173,1.0902740955352783
239,0.7116250991821289
225,99.64888501167297
268,102.42173504829407
381,4.712846040725708
152,7.482830047607422
283,15.369575262069702
248,0.7661640644073486
176,1.2254037857055664
397,1.949059009552002
115,1.0858678817749023
273,8.131134033203125
198,0.6259148120880127
275,1.4732322692871094
344,0.5783851146697998
175,16.30573010444641
343,2.011216878890991
288,11.390826225280762
319,0.6719989776611328
222,9.364169836044312
199,0.26534390449523926
136,1.0975260734558105
180,7.222447872161865
82,0.9644260406494141
319,1.163257122039795
292,4.531651020050049
294,1.3945739269256592
241,14.49298095703125
266,4.478966951370239
439,1.5713169574737549
