moves,runtime
2202,103.07338070869446
588,105.43907022476196
1958,107.83633494377136
3196,105.38440322875977
4338,110.54450702667236
1016,106.46735215187073
1590,108.41554403305054
1000,109.13980269432068
2131,117.45195198059082
3439,69.54349899291992
302,108.61695575714111
3654,112.43103790283203
1802,12.379878997802734
202,108.64843392372131
7026,87.03208208084106
2037,17.588873147964478
1713,118.65230798721313
1416,9.109853982925415
3212,43.25935101509094
2742,108.22368621826172
415,108.19829797744751
941,78.55816292762756
3502,113.38491106033325
3124,109.61830401420593
2143,108.12555003166199
5031,113.270742893219
1371,104.51378989219666
2358,112.12518501281738
2017,119.45491981506348
3171,114.72658801078796
326,109.02587485313416
2029,66.19021582603455
3483,112.66476702690125
778,107.72254586219788
3397,145.53551268577576
1343,108.50838589668274
220,107.47289609909058
1402,110.02060604095459
1811,39.77525997161865
1550,108.2551589012146
1467,117.53630375862122
643,14.312542915344238
2889,111.52456498146057
1285,32.252817153930664
2387,46.10201287269592
574,109.29447603225708
1159,112.41972208023071
1979,65.96705389022827
632,117.17973303794861
2907,51.42318415641785
2879,62.940080881118774
195,107.77334690093994
2151,111.7037398815155
1462,110.53644704818726
425,107.10602807998657
3700,122.73431181907654
4058,65.35517311096191
1265,110.34287691116333
1466,55.79102087020874
5363,115.59653615951538
1017,5.525914907455444
2735,108.15651822090149
4563,115.55968809127808
2783,119.22555017471313
4975,113.19392418861389
3846,85.49472117424011
1788,48.67489981651306
4924,111.13351011276245
1483,98.21991086006165
2155,82.23348498344421
859,95.97750902175903
1021,16.589974880218506
603,94.99400329589844
1388,112.75190663337708
1398,28.40029215812683
1565,96.81996321678162
2835,23.83102583885193
2765,96.43807005882263
2140,34.17216897010803
322,95.06664991378784
2848,95.94501399993896
2868,46.90980792045593
3212,102.02774500846863
70,98.5121579170227
1399,97.37487411499023
4084,33.444031953811646
7377,89.31428599357605
4041,96.58772492408752
3052,96.85845303535461
1539,100.12204790115356
7307,102.7466368675232
3158,96.47999501228333
3148,79.57788729667664
1682,44.86137580871582
913,97.37232422828674
1798,96.21966910362244
169,94.88996076583862
1186,2.987238883972168
4806,119.77561807632446
1713,105.71241593360901
