moves,runtime
7493,94.30018472671509
8251,111.8357241153717
8711,113.46597003936768
8810,114.10276985168457
8114,115.47859716415405
5176,56.96311616897583
3616,119.52701091766357
8959,115.66989922523499
4060,115.1676127910614
5901,76.52605295181274
2028,7.109255790710449
6664,113.56783485412598
9120,125.301509141922
2346,110.49137687683105
7248,113.70850205421448
4584,33.968721866607666
3169,112.20011591911316
2006,9.08381724357605
8752,117.23219513893127
2544,110.89549899101257
2288,112.8544352054596
3371,115.03069424629211
4369,111.2334451675415
6305,60.82918405532837
8833,125.60490608215332
4019,117.06109094619751
6579,117.56015110015869
655,110.9222002029419
8041,113.59785032272339
1088,10.788288116455078
5189,148.80976581573486
3654,111.68419098854065
3744,110.4631290435791
8833,116.38332486152649
5251,110.28204798698425
6906,112.34356498718262
6210,122.75445890426636
3119,114.58109593391418
8879,116.82772207260132
4601,113.89755320549011
1724,5.366155624389648
4755,112.55458998680115
7802,121.47415709495544
7734,115.3688702583313
3309,112.99758887290955
2329,110.09233403205872
8672,113.91560292243958
1509,120.06195616722107
6328,60.239463090896606
4976,120.67560696601868
8871,121.1805579662323
8807,115.97308492660522
3190,109.62889504432678
6295,123.41616678237915
5777,117.49253463745117
3805,112.47018694877625
3314,17.357531785964966
8220,117.1431257724762
8718,113.5796549320221
4259,58.36953377723694
6465,98.8909842967987
4416,101.36968278884888
7656,100.73237013816833
7802,116.64409899711609
7133,102.47680115699768
8458,101.33896017074585
4080,98.823557138443
8320,100.60780596733093
8999,101.12918877601624
5880,104.18750476837158
8262,106.31142020225525
5367,98.51151895523071
2376,97.57235980033875
2889,98.26978611946106
8664,101.34963083267212
3648,99.00041699409485
6462,104.43021893501282
2573,98.60453295707703
7352,100.55889225006104
3850,99.10782289505005
5540,99.215176820755
5720,100.13260793685913
5593,49.56058096885681
787,113.80776906013489
5918,108.07078695297241
8638,102.22373723983765
5174,100.82301092147827
6204,99.29877781867981
3333,20.469953060150146
3819,98.6040301322937
5803,97.99911308288574
8744,100.92794489860535
4256,91.26025295257568
2284,64.50992488861084
6974,66.88397002220154
2794,7.76565408706665
2970,69.65399599075317
7652,65.16388463973999
8794,60.3280770778656
5809,57.745392084121704
