moves
36324
92680
73700
24276
56726
32085
35833
24507
65454
36769
114059
29272
53516
51419
61800
131439
97651
99424
129002
107505
126780
56822
155725
170997
94606
153219
89421
15253
96085
58756
23405
51821
59829
49620
35801
7314
187048
52487
72548
31125
34475
155103
31145
59216
22467
55244
131957
27297
181230
35240
293544
36753
71902
102300
62890
119796
91981
16450
197054
101317
10376
74728
43078
204465
144146
61928
94398
145315
47676
133350
61521
126709
48365
22099
24876
11141
43492
32749
42759
12894
91825
10690
176665
76700
59698
17242
49564
182642
85716
115263
35895
30943
29019
9469
53739
41202
93124
61992
47420
18493
