moves
73627
100000
48716
19354
100000
43236
16686
20363
37201
6879
21989
100000
6209
8317
18589
27145
71512
18387
61824
15992
14525
44678
32977
22162
33446
7709
98073
53130
48409
14160
29223
4475
24272
11680
18109
51146
10686
12999
71880
100000
54887
33039
28363
49727
16501
39908
20517
97186
17509
100000
16569
3163
26266
30061
16516
29952
11440
23180
8546
51300
3396
71166
38348
2056
17979
11344
10517
27957
74615
59458
36961
46008
43285
7704
21139
100000
16806
39290
27915
90642
8276
6794
9472
8873
25597
5903
31327
17780
74098
20229
5378
28818
17057
54573
15115
27088
17238
23163
41479
5141
