random_moves,optimized_hillclimber_moves,runtime,improvement,board,size,iterations
66339,66017,2.9845027923583984,322,Board 6,9x9,500
11855,11521,0.5636849403381348,334,Board 6,9x9,500
23810,23464,1.0827927589416504,346,Board 6,9x9,500
26407,26067,1.212557077407837,340,Board 6,9x9,500
2247,1965,0.1231050491333007,282,Board 6,9x9,500
48668,48310,2.1942620277404785,358,Board 6,9x9,500
40838,40510,1.854626178741455,328,Board 6,9x9,500
5431,5091,0.2723629474639892,340,Board 6,9x9,500
15244,14924,0.7016482353210449,320,Board 6,9x9,500
38567,38231,1.7580788135528564,336,Board 6,9x9,500
39499,39149,1.8574042320251465,350,Board 6,9x9,500
23389,23075,1.183132886886597,314,Board 6,9x9,500
24841,24515,1.1279799938201904,326,Board 6,9x9,500
28741,28435,1.2945761680603027,306,Board 6,9x9,500
33266,32924,1.5709152221679688,342,Board 6,9x9,500
18097,17765,0.8348331451416016,332,Board 6,9x9,500
38629,38261,1.737128734588623,368,Board 6,9x9,500
11634,11634,0.5197958946228027,0,Board 6,9x9,500
16802,16476,0.7605018615722656,326,Board 6,9x9,500
54919,54577,2.514295816421509,342,Board 6,9x9,500
64917,64593,3.33115816116333,324,Board 6,9x9,500
27354,27052,1.392664909362793,302,Board 6,9x9,500
22046,21684,1.1451640129089355,362,Board 6,9x9,500
45641,45307,2.28067684173584,334,Board 6,9x9,500
76263,75939,3.92704701423645,324,Board 6,9x9,500
17660,17330,0.9199390411376952,330,Board 6,9x9,500
62876,62564,3.1445159912109375,312,Board 6,9x9,500
37450,37450,1.8840131759643557,0,Board 6,9x9,500
10448,10448,0.5257568359375,0,Board 6,9x9,500
25572,25572,1.2894508838653564,0,Board 6,9x9,500
11214,10870,0.5866539478302002,344,Board 6,9x9,500
11218,10860,0.5831968784332275,358,Board 6,9x9,500
42043,42043,2.094332218170166,0,Board 6,9x9,500
6710,6366,0.3726470470428467,344,Board 6,9x9,500
9516,9166,0.5102310180664062,350,Board 6,9x9,500
19901,19567,1.028662919998169,334,Board 6,9x9,500
11347,10997,0.608893871307373,350,Board 6,9x9,500
38182,37838,2.2166690826416016,344,Board 6,9x9,500
43742,43742,2.986403703689575,0,Board 7,12x12,500
40469,40139,2.756509065628052,330,Board 7,12x12,500
53514,53212,3.6461970806121826,302,Board 7,12x12,500
33463,33137,2.274005174636841,326,Board 7,12x12,500
38085,37775,2.6285130977630615,310,Board 7,12x12,500
52222,51866,3.572007179260254,356,Board 7,12x12,500
59892,59538,4.062297105789185,354,Board 7,12x12,500
66449,66151,4.499323844909668,298,Board 7,12x12,500
90062,89700,5.533115863800049,362,Board 7,12x12,500
95935,95613,5.961081027984619,322,Board 7,12x12,500
53254,52890,3.6556379795074463,364,Board 7,12x12,500
17212,16874,1.1309211254119873,338,Board 7,12x12,500
39106,38766,2.519676923751831,340,Board 7,12x12,500
51056,50720,3.2339062690734863,336,Board 7,12x12,500
36640,36316,2.377619981765747,324,Board 7,12x12,500
50904,50574,3.3022825717926025,330,Board 7,12x12,500
34210,33946,2.126248836517334,264,Board 7,12x12,500
40192,39838,2.5195600986480713,354,Board 7,12x12,500
89834,89500,5.596451044082642,334,Board 7,12x12,500
92353,91973,6.170273065567017,380,Board 7,12x12,500
36696,36414,2.31783390045166,282,Board 7,12x12,500
26419,26091,1.678534746170044,328,Board 7,12x12,500
67155,66823,4.341246128082275,332,Board 7,12x12,500
69148,68832,4.508914947509766,316,Board 7,12x12,500
22763,22419,1.4561100006103516,344,Board 7,12x12,500
49029,48739,3.0639712810516357,290,Board 7,12x12,500
34117,33787,2.1330606937408447,330,Board 7,12x12,500
19089,18753,1.1953208446502686,336,Board 7,12x12,500
76314,75968,4.966173887252808,346,Board 7,12x12,500
84943,84625,5.556448221206665,318,Board 7,12x12,500
46515,46183,2.845884084701538,332,Board 7,12x12,500
64641,64309,3.9657161235809326,332,Board 7,12x12,500
44085,43781,2.7048091888427734,304,Board 7,12x12,500
66241,65897,4.1234471797943115,344,Board 7,12x12,500
62704,62412,3.806318998336792,292,Board 7,12x12,500
7799,7469,0.4954438209533691,330,Board 7,12x12,500
63480,63138,3.8510680198669434,342,Board 7,12x12,500
49938,49610,3.0739219188690186,328,Board 7,12x12,500
58009,57661,3.8697550296783447,348,Board 7,12x12,500
9659,9311,0.778660774230957,348,Board 7,12x12,500
41219,40883,2.5147831439971924,336,Board 7,12x12,500
76478,76158,4.672132968902588,320,Board 7,12x12,500
49177,48801,3.0741801261901855,376,Board 7,12x12,500
74824,74484,4.567205905914307,340,Board 7,12x12,500
92194,91870,5.618396043777466,324,Board 7,12x12,500
7859,7551,0.5126059055328369,308,Board 7,12x12,500
15355,14987,0.9826927185058594,368,Board 7,12x12,500
30560,30234,2.1231942176818848,326,Board 7,12x12,500
22798,22474,1.437169313430786,324,Board 7,12x12,500
83811,83491,5.323698043823242,320,Board 7,12x12,500
76393,76057,5.23278021812439,336,Board 7,12x12,500
91381,91057,5.699073076248169,324,Board 7,12x12,500
13212,12840,0.8569951057434082,372,Board 7,12x12,500
69536,69214,3.873213052749634,322,Board 7,12x12,500
45837,45837,2.4582860469818115,0,Board 7,12x12,500
39752,39412,2.1537790298461914,340,Board 7,12x12,500
17402,17060,0.9611239433288574,342,Board 7,12x12,500
75357,75017,4.0182459354400635,340,Board 7,12x12,500
4331,4007,0.249418020248413,324,Board 7,12x12,500
52578,52224,2.801630973815918,354,Board 7,12x12,500
69633,69257,4.1819798946380615,376,Board 7,12x12,500
63795,63523,4.242140769958496,272,Board 7,12x12,500
64823,64513,3.5642521381378174,310,Board 7,12x12,500
35106,34762,2.0563700199127197,344,Board 7,12x12,500
30160,29850,1.721991777420044,310,Board 7,12x12,500
21334,20974,1.2222568988800049,360,Board 7,12x12,500
33179,32831,1.9714760780334473,348,Board 7,12x12,500
76794,76486,3.436269044876098,308,Board 5,9x9,500
42994,42634,1.928812026977539,360,Board 5,9x9,500
10664,10664,0.455643892288208,0,Board 5,9x9,500
39427,39081,1.5687620639801023,346,Board 5,9x9,500
20567,20233,0.8404066562652588,334,Board 5,9x9,500
29114,29114,1.1479949951171875,0,Board 5,9x9,500
38225,37889,1.600327968597412,336,Board 5,9x9,500
68482,68158,2.9446957111358643,324,Board 5,9x9,500
77848,77512,3.5907089710235596,336,Board 5,9x9,500
52199,51899,2.384993076324463,300,Board 5,9x9,500
19973,19633,0.9311561584472656,340,Board 5,9x9,500
23700,23406,1.0990567207336426,294,Board 5,9x9,500
3932,3566,0.209763765335083,366,Board 5,9x9,500
85573,85267,4.144337892532349,306,Board 5,9x9,500
90385,90059,4.2654500007629395,326,Board 5,9x9,500
32872,32532,1.5629019737243652,340,Board 5,9x9,500
9435,9081,0.4661979675292969,354,Board 5,9x9,500
24627,24303,1.16192889213562,324,Board 5,9x9,500
82806,82444,3.885096788406372,362,Board 5,9x9,500
45782,45432,2.22052001953125,350,Board 5,9x9,500
56979,56647,2.6836981773376465,332,Board 5,9x9,500
25179,24811,1.20923113822937,368,Board 5,9x9,500
23456,23150,1.1187140941619873,306,Board 5,9x9,500
