random_moves,optimized_hillclimber_moves,runtime
9074,7808,0.39743518829345703
35689,34313,1.4065577983856201
13437,12077,0.5740950107574463
17974,16672,0.7108237743377686
15838,14426,0.6484570503234863
307,125,0.02503204345703125
21252,19936,0.8230392932891846
7394,6024,0.33726000785827637
1384,790,0.09833216667175293
12647,11305,0.5310158729553223
10477,9169,0.4443089962005615
29343,28007,1.1024127006530762
13657,12287,0.5666201114654541
3235,1933,0.17581915855407715
3732,2376,0.21019291877746582
688,386,0.05367398262023926
5383,4065,0.25909423828125
10491,9159,0.4506559371948242
2466,1398,0.14807415008544922
14111,12807,0.5791900157928467
2012,1068,0.12487912178039551
12945,11603,0.5406830310821533
13945,12621,0.5658769607543945
9059,7771,0.3826291561126709
14527,13151,0.5908291339874268
4429,3077,0.23062515258789062
12901,11567,0.5159900188446045
41329,39963,1.5668079853057861
17077,15737,0.6832201480865479
29044,27596,1.1341419219970703
3284,1978,0.18622517585754395
9016,7664,0.3994159698486328
8053,6725,0.35620999336242676
8975,7679,0.3936030864715576
9806,8538,0.4115257263183594
4860,3580,0.23301219940185547
5413,4061,0.26312685012817383
37772,36450,1.4104740619659424
3822,2478,0.20726299285888672
1678,862,0.1045541763305664
17940,16684,0.6959958076477051
8357,7115,0.3644700050354004
46430,45086,2.006442070007324
17348,16082,0.6918118000030518
1195,631,0.08954024314880371
8971,7629,0.45581626892089844
17685,16363,0.7095308303833008
20485,19183,0.7885010242462158
1789,989,0.11842584609985352
25411,23987,0.9914658069610596
10193,8855,0.4334232807159424
14694,13412,0.5904219150543213
885,487,0.0669870376586914
12532,11182,0.5127217769622803
10992,9644,0.4725980758666992
26805,25489,1.0189518928527832
16049,14635,0.6401779651641846
15311,13929,0.619300127029419
31671,30319,1.2717180252075195
21657,20347,0.8374300003051758
31922,30534,1.2254242897033691
23680,22344,1.0057058334350586
1363,811,0.11680293083190918
28484,27234,1.3157641887664795
20590,19216,1.0084218978881836
7859,6507,0.42427515983581543
13877,12505,0.7209718227386475
10109,8741,0.5334899425506592
14980,13652,0.7345948219299316
11655,10299,0.5838577747344971
21888,20574,1.0260517597198486
16635,15283,0.8310501575469971
5112,3772,0.3033790588378906
7887,6563,0.40442776679992676
7691,6311,0.41571617126464844
7653,6291,0.40482282638549805
34615,33373,1.561255931854248
5040,3676,0.3108029365539551
30899,29555,1.3977699279785156
10128,8836,0.520413875579834
13055,11729,0.6567990779876709
1263,709,0.09820389747619629
16555,15305,0.651216983795166
6072,4710,0.2995271682739258
26234,24936,1.007326364517212
9736,8394,0.42697787284851074
35261,33919,1.362962007522583
22700,21406,0.8759670257568359
11272,9904,0.4846069812774658
6371,5005,0.30872297286987305
6448,5108,0.2998311519622803
8518,7116,0.37464308738708496
5381,3981,0.2759830951690674
11239,9941,0.471027135848999
3660,2306,0.21303796768188477
5296,3956,0.260286808013916
10863,9499,0.45729899406433105
14960,13636,0.5963730812072754
8180,6860,0.3663501739501953
1206,652,0.08473801612854004
